0,APP ID,description,class
198,1097335368,"VINwiki is here to change automotive history.

It is a platform that invites users to create, contribute to, and curate vehicle history reports. Tell your car's story with photos, mileage updates, service records, and everything that makes it your own. Build value in your car by documenting all of the maintenance, upgrades, and modifications that you perform.

Follow your friends and the cars you love so that you can see what happens to them. VINwiki is a great tool to keep track of what your friends do to their cars and where they end up down the road.

Come with us on this journey to offer a new perspective on the cars that we love.",0
199,1236271692,"Ritual Sweat Society is an inclusive yoga studio. We are a community that explores various expressions of yoga, health and wellness, and fitness forms alike. We are the REBEL yogis. We are not afraid to sweat and move our bodies to music. We CRAVE oxytocin release and the benefits of it! Ritual Sweat Society encourages individuality, dedication, and commitment to supporting oneself and others. Our classes are physically and mentally challenging, yet meant for ALL levels of fitness. We know our clients WILL see results, sweat, and release. We want to be your daily RITUAL; the place you come to focus inward and let go of the outside world. 
 
 Ritual Sweat Society is committed to providing education to our hometown and local residents. We want to SHARE resources, support, and motivation towards healthier and fulfilled lives. Through movement, nutrition, and community, Ritual encourages you along your journey of self-care and self-love.",0
200,965739086,"Be prepared for the CBEST (California Basic Educational Skills Test). You don't want to waste time - and money - because your score was too low to pass. Every year, thousands of people think that they are ready for the CBEST, but realize too late when they get their score back that they were not ready at all. They simply weren't studying the right way. Stanford CBEST Review provides the information and confidence needed to get you the score you need - the first time. 

The Stanford CBEST Review gives you the most comprehensive review of all tested concepts. The subjects are easy to understand, and have fully-explained example questions to ensure that you master the material. Best of all, we show you how this information will be applied on the real exam. 

Eleven full-length CBEST practice tests are included so that you can know, without a doubt, that you are prepared. Our study guide is streamlined and concept-driven - so you get better results through more effective study time. Why spend days reading through meaningless junk, trying to sort out the helpful information from the fluff? CBEST Stanford Review gives you everything you need to know in a concise, comprehensive, and effective package.",0
201,1080558159,"QR Code Reader for iPhone is free useful QRCode Reader app.

* Quick Stand
This app can stand up quickly.

* Save Scan history
This application can save scanning histories.

* 
If the screen after the application start-up becomes the dark in iOS8, proceeds [Privacy] -> [Camera] from [Settings app] that [QR Code] is set to [on].",0
202,567804498,"Bank on‐the‐go with Citadel Mobile Banking!  Citadel Mobile Banking is free and secure. 
With Citadel Mobile Banking you can do the following: 

 - Check your account balances and history 
 - Transfer funds
 - Make Deposits
 - Pay bills 
 - Receive alerts and secure messages
 - Locate the closest branch office or ATM
 - Keep up to date with recent news and rates

© Citadel 2012. Federally insured by NCUA. Equal Housing Lender.",0
203,1035993685,This is the official app of the 2015 North American Forum on Family Planning!,0
204,351797845,"Riddles! gives you quick access to a collection of fun and hilarious Riddles with the tap of a button. Next time you're at a party or with friends, make everyone laugh with Riddles!",0
205,1260388952,"Pocket Notes is the ultimate set of revision notes for GCSE Sciences written by past students and passed down to you! As they are written by straight A* students they are tried and tested and have proved very successful. This means that information has been compiled from several different revision guides and textbooks and written concisely into this handy app. This also means that the app caters for multiple different exam boards. 

They are laid out neatly and clearly with keywords specific to mark schemes highlighted in red. It is the perfect way to have revision notes with you on the go, so that you are ready to learn anywhere and anytime. The app separates the topics for each subject so that you can target specific areas.",0
206,1063780961,"Designed for clinicians, Synapse Connext Mobile by TeraMedica makes it easy to capture content such as images, video, audio and notes from your tablet or smartphone and store them directly in the patient record. Simply select the patient from your worklist, and capture as much content as desired. Images, Video and Sound files are stored at full resolution in the VNA, and a link is sent to the EHR associated with the specific patient encounter. This makes it easy to find and compare “like priors”.
If using an EHR mobile app such as Epic’s Haiku/Canto or Cerner’s PowerChart Touch, Connext Mobile can be launched directly from the app and will have the full patient and user context. Otherwise, the app shows a list of all patients scheduled for the day, saving the clinician from duplicate data entry. Patient meta-data and encounter information is stored securely with the images in the VNA and available throughout the organization. 
Connext Mobile supports an encounters-based workflow. This matches existing workflows in departments where content is routinely captured at the point of care, eliminating the need to place an order prior to taking a photo or recording audio or video. Additional metadata, customizable per department can be captured at the point of care. Suggested departments include:
* Dermatology
* Wound Care/Management
* Pediatrics
* Primary Care
* Infectious Diseases
* Burn Care
* Ophthalmology
* Otolaryngology
* Plastic Surgery
* Podiatry
* ER/Trauma
* Audiology
* Gait Assessment
* Dentistry
* Sports Medicine
* Nursing/Clinic Photography
Synapse Connext Mobile requires Fujifilm Synapse VNA version 6.3 or higher. For more information, please contact Fujifilm at 1-866-879-0006.",0
207,1271399009,"The official Kennedale ISD app gives you a personalized window into what is happening at the district and schools. Get the news and information that you care about and get involved. 

Anyone can:
-View District and school news
-Use the district tip line
-Receive notifications from the district and schools
-Access the district directory
-Display information personalized to your interests

Parents and students can: 
-View and add contact information",0
208,391643755,"Save time with the best classroom management app!
Teacher's Assistant Pro allows you to keep track of student actions, behaviors, and achievements in the classroom.  Communicate quickly and easily with parents via iPhone or iPad.  The app is used by teachers all around the world.

The MOST reliable app with WORLD CLASS email support (chris@cleveriosapps.com)

Use the #1 Education app for tracking behavior. Try the FREE version before you buy!!
""This is definitely a MUST HAVE app for classroom teachers"" - Michael in Georgia
""My paperwork has been cut down by more than half""- Yvonne in California. 
""I have wanted the ability to have an anecdotal record for parent conference purposes""- Judy in Ohio 

Featured in USA TODAY as one of the ""best teacher apps"", TeacherCast.net, and Classroom 2.0 LIVE!

Teacher's Assistant Pro collects the data you enter, and when you're ready to contact the parent or have a conference, you have all the data you need.  The app stores the name of the infraction/accolade, the date and time, where it occurred, any pictures you attached, which class period, a detailed description, what teacher action was issued (and if it was served), and whether the parent had been notified.

You can also share data with other Teacher's Assistant Pro users via email, dropbox, or backup your data in iTunes.  You can also export all your student action records via email or dropbox.

• Import names, classes, phone numbers, email addresses
• Email student actions to administrators and parents easily and quickly
• Use colors and points for documentation
• Print actions
• Call/text parents right away
• Store unlimited parent names and student contact info
• Add a photo to any action for more thorough documentation
• Filter your students by class, action, or just about anything
• Use random student lists and groups for class participation (Randomizer)
• Import data with an easy to use CSV template (under ""Resources"")
• Easily enter details
• Send announcements to all students or pick classes using Email Blast
• Edit, customize, add or hide any field
• Change just about any text in the app to suite your needs
• Add a secure PIN to open the app
• Video Help available under ""Resources"" menu
• Delete all actions without deleting students for easy ""end of term"" clean-up
• Made by a teacher (who still teaches), for other teachers

Please contact me directly at chris@cleveriosapps.com if you have any issues or problems which would have you leave less than a 5 star review.  Your reviews allow great new features & regular updates.",0
209,1089471087,"In Cute Towers, kawaii characters live peacefully in an adorable little universe. They’re just asking to be swiped into oblivion! Explode them with bombs, or match them with their friends to destroy them, leaving nothing but a cloud of stars and hearts behind. Don’t worry, they don’t seem to mind. I probably wouldn’t either if I had no arms, legs, or neck…",0
210,988283506,"Choose among the many themes available and make your keyboard look awesome.

Enjoy the different styles already available but remember that many more will come soon!",0
211,1031799411,"Would you believe if we tell you that we are giving you 100000 coins free with installation of this cooking game by which you can unlock a lot of exciting levels and purchase lots and lots of kitchen appliances? And here you go it’s all true so install now to get free 100000 coins , it’s a limited time offer.
You love cooking? Then cook delicious meals and desserts for your customers in this cooking game which is an addictive and time-management game! 
You can practice your cooking skills in a variety of settings and cooking techniques to become a perfect chef game winner. Use lot of ingredients to cook several tasty dishes. Take command of the kitchen and demonstrate the skills of a master chef. Start with burgers and cold drinks and work your way to becoming the best known restaurant in the city! Try all the possible kitchen appliances, from coffee makers and ice maker to pizza ovens and burger makers! Sharpen your skill as you prepare, cook, assemble and serve delicious menu items in each exotic restaurant. Control the fast-paced chaos as you dash your way around the kitchen, preparing meals for crazy customers! Collect tons of tips for excellent service and make those profits! In this 2016 cooking game you will get everything that you are looking in a kitchen game or restaurant game. You can cook for multiple customers at a single time to improve your cooking skills within your café or restaurant. So get ready to create your own story of success in your restaurant. 
Upgrade your kitchen with variety of dishes to serve and cook fast in this restaurant game so that you won’t get any fever while cooking in this cooking game? 
Hit it to become best chef in town who can cook delicious meals for their café customer and rollover all other burger games or pizza games with this restaurant mania.
Features:
* lots of dishes to cook using multiple ingredients
* unique locations to cook Fast-Food, Chinese, Pizza, burger, coffee, Ice Cream Shop and a lot more.
* Hundreds of upgrades for your kitchen appliances and interior
*upgrade kitchen appliances in this cooking game to cook and serve faster
*Unlock more difficult levels as you proceed towards perfection of cooking in your restaurant.",0
212,1210057332,"Active users of Wiley Efficient Learning courses and free trials can login with their online credentials and study on the go. (Please review available courses and content prior to download.)

Turn downtime into study time. Stream or download all lecture videos and access practice questions available in your desktop course. Track progress by syncing practice sessions across all devices.

WEL Mobile App Features Include:

•	Stream all Course Lecture Videos
•	Download all Videos for Offline Viewing
•	Access Practice Questions
•	Create Custom Quiz Sessions
•	Use Filters to Customize Questions Sets
•	View Complete Question Explanations
•	Tag Questions for Later Review
•	View Online Course Metrics
•	View Flashcards (if available in your course)

+++ Current Content Available +++ 
Note: not all Wiley Efficient Learning online courses and content are available on the mobile app. 
Currently this app will sync with: 
•	CPA courses* 
•	CFA courses and Test Banks (all Levels) 
•	CMA courses and Test Banks 
•	FRM course videos and Part 1 Test Bank
•	PMP course and Test Bank 
•	PMP Sybex Test Banks (companions to Sybex PMP books) 
 
*Purchase of the standalone CPA Test Banks (sold separately from our courses) do not provide access to the mobile app but will later this year.   

Privacy Policy URL: https://www.efficientlearning.com/privacy-policy/",0
213,988283511,"Choose among the many themes available and make your keyboard look awesome.

Enjoy the different styles already available but remember that many more will come soon!",0
214,487588473,"***DOWNLOAD & READ A FULL ISSUE FOR FREE***

Pilot is Britain's best-selling general aviation magazine. Whether you are an aeroplane enthusiast, already a pilot or thinking of becoming one, it's a great read.  Each issue is packed with flight tests, travel articles, news, technique features and much more to inspire, inform and entertain, including stunning photographs.

The Pilot magazine app features…
• Preview Editions – Read the first 10 pages of any edition before purchasing.
• Huge Archive of Back Issues – Subscribe and receive full access to the latest 50 issues for the duration of your subscription.
• Latest News: View the latest news and articles from our website within the app.
• Search Functionality – Search within an edition or search the full archive for articles you wish to read.
• Download Editions for Offline Reading – Great for when you’re on the go.

SUBSCRIBE AND SAVE UP TO 61%
Take out an annual subscription for just £19.99 and save 61% off the cover price!

Alternatively take out a great value one or three month subscription or purchase the single editions you want to read.

Pilot magazine is published 13 times a year. 

All subscriptions are auto-renewing. Payment for this subscription will be charged to your iTunes account upon purchase. The subscription will auto-renew within 24 hours of the current subscription expiring. Auto-renewing subscriptions can be managed via Account Settings allowing them to be turned off.",0
215,1360003712,"W-Chat is an app that helps you use whatsapp on your watch.

To get started follow these steps :
1 - Open W-chat on your Apple WAtch.
2 - OPen Whatsapp on your phone.
3- In Whatsapp navigate to Settings --> Whatsapp Web --> Scan QR Code.
4 - Scan the QR Code that will load on your Apple Watch.
4-1 if the QR code did not scan(failed), just wait till the QR code changes and then scan the code.

5 - Wait for few seconds and it should load up.

Our Aim is to transfer all whatsapp feature to your wrsit.

So please keep in mind that the app is in its very first version, and it will have a lot of fixes and additions in the upcoming updates.

if you face any issue, you can contact  us at wchat.assistant@gmail.com.

Disclaimer: This is a 3rd-party connector app for WhatsApp Web. It is not supported or endorsed by WhatsApp, Facebook Inc. The app connects using your official WhatsApp Web account and complies with WhatsApp usage terms and conditions.",0
216,1261437568,Companion app to Seacoast Indoor Tennis Club membership,0
217,1182794369,"Let the extreme fun and ultimate adventure of culinary world began by make delicious and mouthwatering gingerbread man with this free fast paced fun addictive girls cooking game Gingerbread Maker.
Come on little crazy chef, cook delicious and sweet recipe in your own Cooking games factory and serve them in a whole city or give it to any shop.

Become tycoon of Food Empire and satisfy your cooking fever by making hot gingerbread man cookie, serve in your food shop or in your town’s best restaurant. Where you are already serving pizza, hotdog, hamburger, burger, popcorn,dumplings,pasta,noodles and other street foods. Or give it to your kids or girls in breakfast or let them enjoy in their school or academy by sharing their lunchbox with friends and driving everyone crazy with your delicious recipe.
Enjoy scrumptious holiday delight with friends and family.
……………………………………………………………………………………………
For more world TOP girls cooking games visit
https://itunes.apple.com/us/developer/kamran-abid/id1076610097
And also join us on Facebook for latest updates and fun activities.
https://www.facebook.com/Play-Kids-Studio-875187162587174/?ref=bookmarks",0
218,1388315272,"NO MONTHLY FEE/SUBSCRIPTION PLAN REQUIRED TO SAVE BACKUPS

5 reasons to choose Keepery over other password managers:

- Keepery does not require a monthly fee/subscription to backup your data. Most password managers do.
- All the data is encrypted using AES-256 with a randomly generated master key. This is state of the art standard on password managers.
- Your data never leaves your device.* There is no server side and no third party to trust.
- Keepery is as simple as robust, just generate and save secure passwords, accounts info and notes, and store an encrypted backup of all your data wherever you want, with one single touch.
- Coming soon Keepery open source code available on GitHub.

* * Your data never leaves your device until you decide to make a backup. When you make a backup, a strongly encrypted file will be exported to the service of your choice (dropbox, drive, email, local storage…). As long as you keep your master key safe the encryption protecting your backup will ensure that your data remains private, even in the hands of a malicious attacker. A highly efficient brute force attack against your backup file will take millions of years (actually much more than the age of the universe) to break your privacy.",0
219,1224737421,"This app is your guide to everything the BCPS Crown Conference has
to offer, it includes:

   * Site map
   * Directions & GPS map with key locations
   * Real time updates to schedule
   * Full listing of all events and key dates
   * Speaker Bios",0
220,600834705,"Cool Cities provides selected tips with brilliant photos and concise texts with an innovative interface design. Locals and fans of the city present their personal favourite hotels, restaurants, cafes, shops and showrooms, bars, clubs, lounges and places to see with a focus on art, architecture and design. These include the classics as well as newcomers, catering to all price ranges. 

Cool Cities takes you the shortest route to suitable destinations and saves the user searching through countless tips or ratings. Helpful is the search function “nearby”, displaying recommendations in the vicinity or the highlights of each borough. 

Overview of functions: 
•Each recommendation is displayed with several images 
•Search “nearby” with GPS (no internet connection required) 
•Optional offline map of the city 
•Simple navigation from your current location to the selected address 
•Search for recommendations in city boroughs or according to categories 
•Full text search in categories and city boroughs 
•Simple creation of personal tours and favourites lists 
•City Info with the most important addresses, links and telephone numbers 
•Visual tour of the city 
•Send by e-mail, share on Facebook and twitter 
•Regular topical, seasonal and event special offers 
•Easy and uncomplicated navigation",0
221,806879890,"Get yourself the free presentation remote control app for LibreOffice! The LibreOffice Impress Remote is an app to interact with your slideshow presentation from your iOS device - including slide previews, speaker notes, and more.
A detailed description of the prerequisites and a step-by-step user guide is available here: http://hub.libreoffice.org/iosremote

LibreOffice is the power-packed free, libre and open source personal productivity suite for Windows, Mac and GNU/Linux, that gives you six feature-rich applications for all your document production and data processing needs: Writer, Calc, Impress, Draw, Math and Base. Support and documentation is free from our large, dedicated community of users, contributors and developers.
Download LibreOffice from http://www.libreoffice.org/download/
LibreOffice, and the LibreOffice Impress Remote, is community-driven and developed software which is a project of the governing charitable organization, The Document Foundation.
This software is developed by users, just like you, who believe in the principles of free software and in sharing their work with the world in a non-restrictive way. Meet us at
http://www.libreoffice.org/get-involved/

Imprint: http://www.documentfoundation.org/imprint",0
222,1017643670,"Anyone who has done a little traveling will know how important it is to have some local language skills. It can be a lifesaver even if you just want to know where the nearest toilet is! Now, with a brand new, free app called Phrasi you can have all the language skills you need at the touch of your screen.

With Phrasi, you never need to be lost for words again. There are over 500 essential phrases and words all available with audio recorded by native speakers to help you fully grasp the language – and if that wasn’t enough the words are spelt phonetically for you as well.

Key features include:
• Works offline so you can use it wherever you are.
• Practice function allows you to test your skills against the proper enunciation.
• Great design with original 'street wall art' illustrations for each phrase.
• Flash card function to help you test and refresh yourself.
• Audio recorded by native speakers
• Search, favorites, slow play and more

If you need to find a phrase quickly, then Phrasi will help you find it with either the quick search function or through grouped categories such as money, shopping, dating, health and many more. It’s always difficult to learn a new language, but with the user friendly app you can grasp the basics in no time to make your journey even more immersive than ever.

Phrasi also comes with a favourites function so that any phrase or word you need more than others will be easy to find, while slow play allows you to hear the phrase slowly and clearly until you feel more confident. Now you can leave behind the old translation books and lighten your bag knowing that you have all the language skills you need when abroad.

With phrases and words represented in the native script and in phonetics you get a complete and well rounded package – with the added bonus of hearing the phrase out loud to aid you. Phrasi is not only a fantastic, vibrant app; it’s a travelling essential which can be easily used by anyone!

CONTACT US / SUPPORT
We would love to hear from you to improve the app and answer any questions you might have. Please CONTACT US on our website at www.phrasi.com",0
223,1058538137,"Doodle God Has Gone Old School!
All NEW Pixel Graphics & NEW 8-bit Soundtrack.

Every Element & Reaction Have Been Beautifully Redrawn!
If You Loved 80’s Retro Games You Will Love Doodle God: 8-bit Mania!

Over 175 Million Players Worldwide
Available in 13 Languages

DOODLE GOD JUST GOT PIXELATED!

Go back to the 80s in this addictive, ALL ages, puzzle world building game. Mix and match different element combinations to build the universe of your dreams. The entire game has been beautifully redrawn in pixel graphics with an awesome new 8-bit soundtrack that takes you back to the very beginning of video games.
Of course the universe was not created in a day. You’ll have to work your up from a simple microorganism to create animals, tools, storms and even build armies before you have what it takes to build the universe! But beware, the power of creation may have unintended consequences, inventing the wheel might just trigger a zombie plague… Don’t worry, you are not alone on this cosmic journey! Every time you successfully create a new item you’ll be rewarded with the wit and wisdom of some of the greatest philosophers and comedians of all time. Unleash your inner god with Doodle God™!
The World’s Best Puzzle Game Just Got Pixelated!

NEW GAMEPLAY FEATURES
- Available in 13 languages: English, Dutch, French, Spanish, Italian, Russian, Japanese, Chinese, Korean, Portuguese, Polish, Swedish and German.
- NEW Pixel Graphics!
- NEW 8-bit Sound track!
- Mold fire, wind, earth and air to create the Universe.
- Intuitive one-click game play encourages thoughtful, creative play
- Hundreds of interesting, funny and thought-provoking quotes and sayings.
- New achievements.

CRITICS LOVE IT!
> Apple REWIND AWARD
> “Wonderfully unique concept. Deeply satisfying!” – GameZebo
> “Giving it huge thumbs up!"" - TUAW
> “It’s addictive. Insanely so! Lots of fun.” – 148Apps
> “Discovering each new element was an utter delight."" - AppSafari
> ""You'll have to use your creativity…ruthlessly addictive."" - Slide2Play
> ""I would recommend buying it, definitely worth it!” - TouchGen

Follow us to get early access to exclusive content, price drops and updates:
LIKE: www.facebook.com/doodlegod
FOLLOW: www.twitter.com/joybitsmobile
Check out our other exciting games! Doodle Devil™ & Doodle Farm™",0
224,1151337124,"The JOURNEY of Japan app offers bargain coupons that you can use in various restaurants and shops throughout Japan. You can search for shops by region, genre and area map. You will find this extremely convenient when you travel in Japan. This app also provides columns on spots off the beaten track and recommended restaurants in Japan. 

■ App Features

・ Tourist Information Magazine
This app provides the latest columns by leading Japanese travel professionals. These columns will introduce you to spots off the beaten track and recommended restaurants in Japan!

・ Discount Coupons
This app offers coupons to receive perks and discounts. Please check these out before your trip!

・ Search for Shops Where You Can Use Your Credit Card
You can search for shops where you can use your credit card by region, recommended order and new arrival order.

・ Nearby Shop Search
You can search for a variety of information on shops near to your current location. Please make sure to stop by these nearby shops when you go sightseeing!

Precautions
*We recommend that you download the information on your travel destinations prior to your departure so that you can use this app immediately in Japan.
*The campaigns and coupons provided by this app are not sponsored and do not have any relationship with Apple Inc. or Apple Japan Inc.


・ Disclaimer
Continued use of GPS running in the background can dramatically decrease battery life.",0
225,1178600102,"Quickly access the audio library of Christian teaching and discipleship resources from A Word From The Lord, the teaching ministry of The Most Rev. Dr. Foley Beach, the current Archbishop of the Anglican Church in North America.

Quickly access:

• Daily Devotionals with One-Minute Messages by Archbishop Foley Beach and Bible Readings, including Archives by Category and Date
• Weekly Audio and Video Sermons by Archbishop Foley Beach, Including Series and Archives
• “Ask the Archbishop” (ATA) – Archbishop Beach Responds to Your Questions from Website/App via Videos from Around the World
• Daily Bible Reading Plan – Text and Audio
· Articles by Archbishop Foley Beach
· Prayer Facilitation – Recording, Journaling, Reminders

After you’ve downloaded and enjoyed the content, you can share it with your friends via Twitter, Facebook, or email.

For more information about A Word From The Lord, please visit: awordfromthelord.org/",0
226,1267729065,Use the touch to move the paddle around and shoot as many balls as you can. But beware you have only 3 lives and the ball speed increases with time.,0
227,1105199796,"Test your knowledge of Chicago Blackhawks players past and present with this addictive word game!

Each player name is hidden in a 4x4 grid. All you need to do is find the path to spell out the name. Simple! Hundreds of players spanning five decades for the ultimate challenge.

Work through at your own pace, or play against the clock to beat your high score. Challenge your friends, or try to become top of the worldwide leaderboard to show you are the ultimate fan!

Features:

100's of players from 5 decades!
Game Center enabled to compete globally against people across the world, or set your friends challenges.
Easy to use with a simple and attractive layout.
Timed or free play mode to play in the style that suits you.",0
228,1223164599,Just because you’re a solopreneur doesn’t mean you have to go it alone. The Freelancers Union app connects freelancers with lawyers committed to protecting freelance work. Get in touch with someone who gets it.,0
229,1278739127,"A fantastic math app designed by teachers for children in first grade. Designed for children to get ahead and boost their skills in math.

-a comprehensive math app which  includes addition, subtraction, place value, number sequences, more than less than and shapes
-Consists of over 100 exercises
-Opportunities for children to go over errors and learn the correct answers
-Tracks progress through star system
-Rewards children by unlocking characters
-Fun and interactive",0
230,689963706,"DMV Prep™ is the most comprehensive test prep platform available. Since 2009 we've helped more than 700,000 students pass the Illinois Commercial Driver License (CDL) written exam and others.

Study aids included:
- Illinois CDL license/permit practice test with 580+ questions
- Illinois CDL Manual
- Road signs included for FREE

Sections included: 
- Air Brakes (54)
- Combination Vehicles (55)
- Doubles and Triples (25) 
- Driving Safely (204)
- Hazardous Materials (100) 
- School Bus (60)
- Tank Vehicles (22)
- Transporting Cargo (30)
- Transporting Passengers (34)

Available in-app purchases:
- Air Brakes cheat sheet*
- Passenger cheat sheet*
- Cargo cheat sheet*

*Cheat sheets are printable, can copy to iBooks, or use our built-in reader.

Features: 
- Preview answers to all practice questions 
- Bookmark questions for later study 
- Study mode has immediate answer checking and explanations (where available)
- Share questions on Facebook to get help from friends 
- Questions are not repeated until a topic is complete 
- Practice tests are saved automatically and can be restarted at any time 

These practice questions were developed by an expert driver and based upon the work supported by the Federal Motor Carrier Safety Administration. 

Practice questions are available in English only.",0
231,1072693946,"Countless beautiful pictures to make your iPhone and iPad looks stunning, your screen will never be boring again, change your wallpaper everyday, it's free!",0
232,1119355581,"CortexID is an age verification application developed by Code Corporation, using the powerful CortexDecoder to quickly read barcodes from United States government issued identification and determine patron age for purchase of age restricted products or entry into age restricted establishments.  The application complies with the state requirements of Utah for storage of data for audit purposes.  Other states will be added in future releases.  Please view our privacy policy for more information.

CortexID provides 50 free trial scans to try out the barcode scanning capabilities.  If you like the product, you can purchase a Standard auto-renewing subscription that provides unlimited barcode scanning for the price of $19.99/month.  Your subscription will automatically renew each month and be charged to your iTunes account within 24 hours of the end of the current period, unless auto-renew is turned off at least 24 hours before the end of the current period.  You can turn off auto-renew at any time from your iTunes account settings.  Refunds will not be provided for any unused portion of the current term.

Privacy Policy: http://www.codecorp.com/privacypolicy.php

If you would like to find out more about Code Corporation, please visit our website at www.codecorp.com.  If you would like to find out more about the CortexDecoder software decoding library, please visit www.2drevolution.com",0
233,1183843012,"****PLAY ANCIENT DRAGON SLOTS****
The best free Slots casino game for everyone.
BET MAX to WIN BIG!!!
-Free Spins, Big Wins
-Stunning Graphics
-Free To Play
-Bonus Game to get more free coins.",0
234,1204814535,"This is an official mobile app for Queensland Health Events. It will provide you with the latest updates about our event, keeping you informed and connected. Use this app to access resources, network with other attendees, and share your experience at our event.",0
235,1097335496,"Another app in our Florida Wildlife series...

This app shows more than 100 mammal species found in Florida, including the Everglades National Park and the Gulf and Atlantic coast. For each animal there are two or more high-resolution pictures, a brief description, and a link to view the corresponding Wikipedia pages within the application window. All descriptive information is in English, the animal names are also shown in scientific (Latin) denomination and in Spanish.

Also included is a glossary of animal terms with more than 400 entries and explanations.

The app features a modern, intuitive interface with easy navigation and search facilities for finding an animal by its name or searching in the full text for features and characteristics.

If you're interested in Florida's wildlife, don't miss this app which is equally suitable for iPhone and iPad.

These species are shown and described in this app, if you already know what you are looking for and do not find it in the list below, don't download this app:

• Armadillo, Nine-Banded
• Bat, Big Brown
• Bat, Eastern Red
• Bat, Evening
• Bat, Gray
• Bat, Hoary
• Bat, Indiana
• Bat, Jamaican Fruit
• Bat, Little Brown
• Bat, Mexican Free-Tailed
• Bat, Northern Yellow
• Bat, Rafinesque’s Big-Eared
• Bat, Seminole
• Bat, Silver-Haired
• Bat, Velvety Free-Tailed
• Bat, Wagner’s Bonneted
• Beaked Whale, Blainville’s
• Beaked Whale, Cuvier’s
• Beaked Whale, Gervais’
• Beaked Whale, True’s
• Bear, Black
• Beaver, American
• Boar, Wild
• Bobcat
• Capybara
• Chipmunk, Eastern
• Coati, White-nosed
• Cottontail, Eastern
• Cougar
• Coyote
• Coypu
• Deer, Red
• Deer, Sambar
• Deer, White-Tailed
• Dolphin, Atlantic Spotted
• Dolphin, Clymene
• Dolphin, Common Bottlenose
• Dolphin, Fraser’s
• Dolphin, Pantropical Spotted
• Dolphin, Risso’s
• Dolphin, Rough-Toothed
• Dolphin, Short-Beaked Common
• Dolphin, Spinner
• Dolphin, Striped
• Fox, Gray
• Fox, Red
• Jackrabbit, Black-Tailed
• Jaguarundi
• Killer Whale
• Killer Whale, False
• Killer Whale, Pygmy
• Macaque, Rhesus
• Manatee, Florida
• Mink
• Mole, Eastern
• Mole, Star-Nosed
• Mouse, Cotton
• Mouse, Eastern Harvest
• Mouse, Florida
• Mouse, Golden
• Mouse, House
• Mouse, Oldfield
• Muskrat, Round-Tailed
• Myotis, Northern Long-Eared
• Myotis, Southeastern
• Opossum, Virginia
• Otter, Northern River
• Pipistrelle, Eastern
• Pocket Gopher, Southeastern
• Rabbit, Marsh
• Rabbit, Swamp
• Raccoon, Common
• Rat, Black
• Rat, Brown
• Rat, Hispid Cotton
• Rat, Marsh Rice
• Seal, Harbor
• Seal, Hooded
• Shrew, North American Least
• Shrew, Southeastern
• Shrew, Southern Short-Tailed
• Skunk, Eastern Spotted
• Skunk, Striped
• Sperm Whale
• Sperm Whale, Dwarf
• Sperm Whale, Pygmy
• Squirrel, Eastern Gray
• Squirrel, Fox
• Squirrel, Mexican Gray
• Squirrel, Southern Flying
• Vole, Meadow
• Vole, Woodland
• Weasel, Long-tailed
• Whale, Blue
• Whale, Bryde’s
• Whale, Common Minke
• Whale, Fin
• Whale, Gray
• Whale, Humpback
• Whale, Melon-Headed
• Whale, North Atlantic Right
• Whale, Sei
• Whale, Short-Finned Pilot
• Wolf, Red
• Woodrat, Florida",0
236,1178600144,"Precious gemstones match 3 is a shiny adventure.  Get fun swapping gems like rubies, diamonds, pearls …

If you really like the jewel match 3 games, but also very love the kingdom style, Precious Gemstones is your first choice.

Your mission is to pass the levels dropping the crown in each level.

Game Features:

- 2 Categories Adventure and Endless
- 300 challenging levels
- Combination of precious gems unique to crush match 3
- Swapping 4 or more gemstones can win the bomb powerup to eliminate the gems around.
- Beautifully vivid HD graphics 
- FREE to play!
- Spectacular powerups to blast through challenges 

How to play:

Make combinations of 3 precious gemstones with same color or more to make them burst. Try swapping and matching 4 or more to get a powerup like the bomb, You can switch the gems for special burst to use in difficult situations, Try dropping the crown to pass the level, If you are in trouble use a powerup like the lighting jewel, the shovel or the thunder. Swapping 

What are you waiting for? Download Crown Jewel for FREE now!",0
237,1256194769,"This app will help you stay connected with River Cities Community Church. Here you'll find resources to help you take your next steps in Christ, access sermons, check out upcoming events, get directions to the church, receive important notifications, and more. 

For more information about River Cities Community Church, please visit: www.roundchurch.net or look for us on social media: RC3WV",0
238,1405616851,"Drive to survive and destroy the other cars in the most mad car ride of your life!

Do you enjoy physics based driving games? How about extreme car driving simulators or off road games with cars and 4x4 trucks? Car destroying games? Mad racing games with upgrades? If so then you’re going to love Car Eats Car!

In this super-fast and fun racing game you’re going to have to take on the other vehicles on the road who are just waiting to destroy you! You can collect and earn upgrades and shoot your enemies or you can simply put your pedal to the metal and out-race them! But wait. You didn’t think it was that simple did you? You can also earn extra points by using the hills to jump and pull off awesome mad stunts!

FEATURES LIST
• Outrun the other fast cars who are trying to devour you!
• Collect nitro and other upgrades to increase your max speed!
• Perform flips to become the most accomplished stunt car on the street!
• Burn some rubber and try not to die in the most aggressive uphill racer!

If you like max nitro games then you already know that you’re going to love this insane free racing game. Remember: only the strongest will survive so destroy the cars and leave them choking on your dust in order to succeed!

Play the baddest, fastest car game for kids on the net! Drivers… start your engines!",0
